,2018-04-07T00:05:00+08:00,2018-04-07T00:10:00+08:00,2018-04-07T00:15:00+08:00,2018-04-07T00:20:00+08:00,2018-04-07T00:35:00+08:00,2018-04-07T00:40:00+08:00,2018-04-07T00:45:00+08:00,2018-04-07T00:50:00+08:00,2018-04-07T01:05:00+08:00,2018-04-07T01:10:00+08:00,2018-04-07T01:15:00+08:00,2018-04-07T01:20:00+08:00,2018-04-07T01:30:00+08:00,2018-04-07T01:35:00+08:00,2018-04-07T01:40:00+08:00,2018-04-07T01:45:00+08:00,2018-04-07T01:50:00+08:00,2018-04-07T02:05:00+08:00,2018-04-07T02:10:00+08:00,2018-04-07T02:15:00+08:00,2018-04-07T02:20:00+08:00,2018-04-07T02:35:00+08:00,2018-04-07T02:40:00+08:00,2018-04-07T02:45:00+08:00,2018-04-07T02:50:00+08:00,2018-04-07T03:05:00+08:00,2018-04-07T03:10:00+08:00,2018-04-07T03:15:00+08:00,2018-04-07T03:20:00+08:00,2018-04-07T03:35:00+08:00,2018-04-07T03:40:00+08:00,2018-04-07T03:45:00+08:00,2018-04-07T03:50:00+08:00,2018-04-07T04:05:00+08:00,2018-04-07T04:10:00+08:00,2018-04-07T04:15:00+08:00,2018-04-07T04:20:00+08:00,2018-04-07T04:35:00+08:00,2018-04-07T04:40:00+08:00,2018-04-07T04:45:00+08:00,2018-04-07T04:50:00+08:00,2018-04-07T05:05:00+08:00,2018-04-07T05:10:00+08:00,2018-04-07T05:15:00+08:00,2018-04-07T05:20:00+08:00,2018-04-07T05:35:00+08:00,2018-04-07T05:40:00+08:00,2018-04-07T05:45:00+08:00,2018-04-07T05:50:00+08:00,2018-04-07T06:05:00+08:00,2018-04-07T06:10:00+08:00,2018-04-07T06:15:00+08:00,2018-04-07T06:20:00+08:00,2018-04-07T06:35:00+08:00,2018-04-07T06:40:00+08:00,2018-04-07T06:45:00+08:00,2018-04-07T06:50:00+08:00,2018-04-07T07:00:00+08:00,2018-04-07T07:05:00+08:00,2018-04-07T07:10:00+08:00,2018-04-07T07:15:00+08:00,2018-04-07T07:20:00+08:00,2018-04-07T07:35:00+08:00,2018-04-07T07:40:00+08:00,2018-04-07T07:45:00+08:00,2018-04-07T07:50:00+08:00,2018-04-07T08:05:00+08:00,2018-04-07T08:10:00+08:00,2018-04-07T08:15:00+08:00,2018-04-07T08:20:00+08:00,2018-04-07T09:05:00+08:00,2018-04-07T09:10:00+08:00,2018-04-07T09:15:00+08:00,2018-04-07T09:20:00+08:00,2018-04-07T09:35:00+08:00,2018-04-07T09:40:00+08:00,2018-04-07T09:45:00+08:00,2018-04-07T09:50:00+08:00,2018-04-07T10:05:00+08:00,2018-04-07T10:10:00+08:00,2018-04-07T10:15:00+08:00,2018-04-07T10:20:00+08:00,2018-04-07T10:35:00+08:00,2018-04-07T10:40:00+08:00,2018-04-07T10:45:00+08:00,2018-04-07T10:50:00+08:00,2018-04-07T11:00:00+08:00,2018-04-07T11:05:00+08:00,2018-04-07T11:10:00+08:00,2018-04-07T11:15:00+08:00,2018-04-07T11:20:00+08:00,2018-04-07T11:35:00+08:00,2018-04-07T11:40:00+08:00,2018-04-07T11:45:00+08:00,2018-04-07T11:50:00+08:00,2018-04-07T12:05:00+08:00,2018-04-07T12:10:00+08:00,2018-04-07T12:15:00+08:00,2018-04-07T12:20:00+08:00,2018-04-07T12:30:00+08:00,2018-04-07T12:35:00+08:00,2018-04-07T12:40:00+08:00,2018-04-07T12:45:00+08:00,2018-04-07T12:50:00+08:00,2018-04-07T13:05:00+08:00,2018-04-07T13:10:00+08:00,2018-04-07T13:15:00+08:00,2018-04-07T13:20:00+08:00,2018-04-07T13:35:00+08:00,2018-04-07T13:40:00+08:00,2018-04-07T13:45:00+08:00,2018-04-07T13:50:00+08:00,2018-04-07T14:05:00+08:00,2018-04-07T14:10:00+08:00,2018-04-07T14:15:00+08:00,2018-04-07T14:20:00+08:00,2018-04-07T14:30:00+08:00,2018-04-07T14:35:00+08:00,2018-04-07T14:40:00+08:00,2018-04-07T14:45:00+08:00,2018-04-07T14:50:00+08:00,2018-04-07T15:05:00+08:00,2018-04-07T15:10:00+08:00,2018-04-07T15:15:00+08:00,2018-04-07T15:20:00+08:00,2018-04-07T15:35:00+08:00,2018-04-07T15:40:00+08:00,2018-04-07T15:45:00+08:00,2018-04-07T15:50:00+08:00,2018-04-07T16:05:00+08:00,2018-04-07T16:10:00+08:00,2018-04-07T16:15:00+08:00,2018-04-07T16:20:00+08:00,2018-04-07T16:35:00+08:00,2018-04-07T16:40:00+08:00,2018-04-07T16:45:00+08:00,2018-04-07T16:50:00+08:00,2018-04-07T17:05:00+08:00,2018-04-07T17:10:00+08:00,2018-04-07T17:15:00+08:00,2018-04-07T17:20:00+08:00,2018-04-07T17:35:00+08:00,2018-04-07T17:40:00+08:00,2018-04-07T17:45:00+08:00,2018-04-07T17:50:00+08:00,2018-04-07T18:05:00+08:00,2018-04-07T18:10:00+08:00,2018-04-07T18:15:00+08:00,2018-04-07T18:20:00+08:00,2018-04-07T18:35:00+08:00,2018-04-07T18:40:00+08:00,2018-04-07T18:45:00+08:00,2018-04-07T18:50:00+08:00,2018-04-07T19:05:00+08:00,2018-04-07T19:10:00+08:00,2018-04-07T19:15:00+08:00,2018-04-07T19:20:00+08:00,2018-04-07T19:35:00+08:00,2018-04-07T19:40:00+08:00,2018-04-07T19:45:00+08:00,2018-04-07T19:50:00+08:00,2018-04-07T20:05:00+08:00,2018-04-07T20:10:00+08:00,2018-04-07T20:15:00+08:00,2018-04-07T20:20:00+08:00,2018-04-07T20:30:00+08:00,2018-04-07T20:35:00+08:00,2018-04-07T20:40:00+08:00,2018-04-07T20:45:00+08:00,2018-04-07T20:50:00+08:00,2018-04-07T21:05:00+08:00,2018-04-07T21:10:00+08:00,2018-04-07T21:15:00+08:00,2018-04-07T21:20:00+08:00,2018-04-07T21:35:00+08:00,2018-04-07T21:40:00+08:00,2018-04-07T21:45:00+08:00,2018-04-07T21:50:00+08:00,2018-04-07T22:05:00+08:00,2018-04-07T22:10:00+08:00,2018-04-07T22:15:00+08:00,2018-04-07T22:20:00+08:00,2018-04-07T22:35:00+08:00,2018-04-07T22:40:00+08:00,2018-04-07T22:45:00+08:00,2018-04-07T22:50:00+08:00,2018-04-07T23:05:00+08:00,2018-04-07T23:10:00+08:00,2018-04-07T23:15:00+08:00,2018-04-07T23:20:00+08:00,2018-04-07T23:35:00+08:00,2018-04-07T23:40:00+08:00,2018-04-07T23:45:00+08:00,2018-04-07T23:50:00+08:00
S60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,3.4,3.4,1.2,2.4,4,3.8,0.6,3.4,3.4,2.6,2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0.2,0.2,0,0.2,0,0.8,2.4,2.4,0.8,0,0,0,0,0,0,0.2,0,0,0.2,1,0.6,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,2.8,2,3.8,4.8,4.6,2.8,3.8,3.8,4,9.60001,5.2,6.4,4.2,4.4,3.6,4.2,2.4,0.6,1.2,0.6,0.4,0.4,0,0,2.4,4.6,0.4,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,7.6,5.8,4,1,0,0.4,1.2,1.4,1.6,2.6,2.2,1,2.6,4.6,2.2,2,3.4,1,1.8,3.4,2.8,0.8,0.8,1,0.8,0.2,0,0,0.2,0.8,1,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,3,1,0.6,0.2,0.2,0.2,0,0,0,0.2,0,0,0.4,0.2,0,0.6,0.6,0.4,2,1,0.6,2.2,0.6,0,0.2,0.2,0,0,0.2,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.6,1.2,0.2,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.6,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,2.6,5.6,3,1.6,0.4,3.6,7,3.6,6,0.4,0.2,0.2,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0.6,1.4,0.8,0.2,0.2,1.8,1,0.4,0.6,2.4,2.2,4,2.6,3,2.2,3.8,2.2,1,1,2,3.2,2.6,0.2,0.2,0.2,2.6,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.6,7.6,5.6,5,5.8,3,5,7,7,1.4,1,0.4,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0.2,0.4,0.2,0,0,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.8,0,0,0,0.2,0,0,0.8,1,0.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,5.4,1.6,2.6,0.8,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
